line_item_usage_account_id,Product_region_code,line_item_usage_type,pricing_unit,Month,product_servicename,line_item_usage_type,Usage,Cost
Account2,ap-southeast-1,APS1-Requests-Tier1,Requests,4,Amazon Simple Notification Service,APS1-Requests-Tier1,90,0.000000
Account5,ap-northeast-1,APN1-FreeEventsRecorded,Events,1,AWS CloudTrail,APN1-FreeEventsRecorded,306021,0.000000
Account3,,APS3-EUC1-AWS-In-Bytes,GB,1,AWS Data Transfer,APS3-EUC1-AWS-In-Bytes,1.05E-04,0.000000
Account4,,EUW2-APS2-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUW2-APS2-AWS-Out-Bytes,5.55E-05,0.000001
Account2,,EUC1-APN3-AWS-Out-Bytes,GB,3,AWS Data Transfer,EUC1-APN3-AWS-Out-Bytes,6.06E-05,0.000001
Account4,,CAN1-EUC1-AWS-Out-Bytes,GB,2,AWS Data Transfer,CAN1-EUC1-AWS-Out-Bytes,9.15E-06,0.000000
Account1,us-east-1,TimedStorage-ByteHrs,GB-Mo,2,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.370134146,0.008513
Account6,ap-northeast-3,APN3-Requests-Tier1,Requests,3,Amazon Simple Notification Service,APN3-Requests-Tier1,114,0.000000
Account4,eu-west-3,eu-west-3-KMS-Requests,Requests,3,AWS Key Management Service,eu-west-3-KMS-Requests,124,0.000372
Account1,,APS3-EUC1-AWS-In-Bytes,GB,1,AWS Data Transfer,APS3-EUC1-AWS-In-Bytes,1.01E-04,0.000000
Account2,eu-north-1,EUN1-AWSSecretsManagerAPIRequest,API Requests,1,AWS Secrets Manager,EUN1-AWSSecretsManagerAPIRequest,84,0.000420
Account3,ap-northeast-3,APN3-TimedStorage-ByteHrs,GB-Mo,2,AmazonCloudWatch,APN3-TimedStorage-ByteHrs,0.002059914,0.000068
Account1,,APS1-DataTransfer-In-Bytes,GB,2,AWS Data Transfer,APS1-DataTransfer-In-Bytes,7.48E-05,0.000000
Account6,,AWS-Auto-Steps-Tier1,Steps,4,AWS Systems Manager,AWS-Auto-Steps-Tier1,5,0.000000
Account3,eu-west-1,EU-Event-64K-Chunks,64K-Chunks,1,CloudWatch Events,EU-Event-64K-Chunks,34,0.000034
Account3,,APS2-DataTransfer-In-Bytes,GB,2,AWS Data Transfer,APS2-DataTransfer-In-Bytes,7.48E-05,0.000000
Account4,eu-west-2,EUW2-Requests-Tier1,Requests,2,Amazon Simple Storage Service,EUW2-Requests-Tier1,5,0.000027
Account5,ap-northeast-1,APN1-AWSSecretsManagerAPIRequest,API Requests,1,AWS Secrets Manager,APN1-AWSSecretsManagerAPIRequest,83,0.000415
Account5,us-east-1,ConfigurationItemRecorded,ConfigurationItemRecorded,1,AWS Config,ConfigurationItemRecorded,178,0.534000
Account1,us-west-1,USW1-SC-API-Calls,API Calls,2,AWS Service Catalog,USW1-SC-API-Calls,10,0.004900
Account3,eu-west-1,EU-DataScanned-Bytes,GB,1,AmazonCloudWatch,EU-DataScanned-Bytes,0.068359375,0.000390
Account2,eu-west-3,EUW3-ConfigurationItemRecorded,EUW3-ConfigurationItemRecorded,1,AWS Config,EUW3-ConfigurationItemRecorded,2,0.006000
Account6,eu-west-2,EUW2-OtherProduct:PaidFindingsIngestion,Finding Ingestion Events,2,AWS Security Hub,EUW2-OtherProduct:PaidFindingsIngestion,120,0.000720
Account6,us-east-2,USE2-ConfigurationItemRecorded,USE2-ConfigurationItemRecorded,2,AWS Config,USE2-ConfigurationItemRecorded,120,0.360000
Account5,us-east-2,USE2-CW:Requests,Requests,2,AmazonCloudWatch,USE2-CW:Requests,4,0.000040
Account5,ap-northeast-3,APN3-CW:Requests,Requests,1,AmazonCloudWatch,APN3-CW:Requests,2,0.000000
Account4,,EU-APS1-AWS-Out-Bytes,GB,4,AWS Data Transfer,EU-APS1-AWS-Out-Bytes,0.003837756,0.000077
Account4,us-east-2,USE2-PaidEventsRecorded,Events,4,AWS CloudTrail,USE2-PaidEventsRecorded,32062,0.641240
Account2,eu-central-1,eu-central-1-KMS-Requests,Requests,4,AWS Key Management Service,eu-central-1-KMS-Requests,1984,0.005952
Account1,eu-west-3,EUW3-Requests-Tier1,Requests,4,Amazon Simple Notification Service,EUW3-Requests-Tier1,90,0.000000
Account2,us-east-1,USE1-TimedStorage-ByteHrs,GB-Mo,4,AmazonCloudWatch,USE1-TimedStorage-ByteHrs,0.016274323,0.000488
Account6,sa-east-1,SAE1-PaidEventsAnalyzed,Events,4,Amazon GuardDuty,SAE1-PaidEventsAnalyzed,579700,4.057900
Account5,,EU-EUW3-AWS-In-Bytes,GB,1,AWS Data Transfer,EU-EUW3-AWS-In-Bytes,0.04671055,0.000000
Account5,eu-central-1,EUC1-ECR-free-metering,Resource-assessment,1,Amazon Inspector,EUC1-ECR-free-metering,27,0.000000
Account1,,EU-EUN1-AWS-In-Bytes,GB,1,AWS Data Transfer,EU-EUN1-AWS-In-Bytes,0.048632718,0.000000
Account4,eu-west-1,EU-ShieldProtected-WebACLV2,Month,1,AWS WAF,EU-ShieldProtected-WebACLV2,0.999999984,0.000000
Account4,,EUW2-APS1-AWS-Out-Bytes,GB,1,AWS Data Transfer,EUW2-APS1-AWS-Out-Bytes,5.87E-05,0.000001
Account5,eu-west-1,EU-Requests-Tier1,Requests,3,Amazon Simple Storage Service,EU-Requests-Tier1,1.07E+07,53.412725
Account1,eu-west-2,EUW2-Lambda-Standard-Scanning,Hourly,3,Amazon Inspector,EUW2-Lambda-Standard-Scanning,2902.641724,1.451321
Account1,eu-central-1,EUC1-TimedStorage-ByteHrs,GB-Mo,3,AmazonCloudWatch,EUC1-TimedStorage-ByteHrs,0.009102571,0.000295
Account6,eu-west-1,eu-west-1-KMS-Keys,Keys,3,AWS Key Management Service,eu-west-1-KMS-Keys,27.64516085,27.645161
Account1,ap-northeast-2,APN2-Requests-Tier1,Requests,3,Amazon Simple Notification Service,APN2-Requests-Tier1,103,0.000000
Account5,us-east-1,Requests-Tier1,Requests,3,Amazon Simple Notification Service,Requests-Tier1,1989,0.000000
Account1,,EUC1-EUW2-AWS-Out-Bytes,GB,3,AWS Data Transfer,EUC1-EUW2-AWS-Out-Bytes,8.08E-05,0.000002
Account4,,EU-USW1-AWS-In-Bytes,GB,3,AWS Data Transfer,EU-USW1-AWS-In-Bytes,0.013914488,0.000000
Account5,us-east-1,USE1-DataEventsRecorded,Events,3,AWS CloudTrail,USE1-DataEventsRecorded,38383,0.038383
Account1,eu-north-1,EUN1-PaidEventsAnalyzed,Events,3,Amazon GuardDuty,EUN1-PaidEventsAnalyzed,35787,0.150305
Account4,,EUC1-APN2-AWS-Out-Bytes,GB,3,AWS Data Transfer,EUC1-APN2-AWS-Out-Bytes,6.06E-05,0.000001
Account1,eu-west-2,EUW2-Requests-Tier1,Requests,3,Amazon Simple Notification Service,EUW2-Requests-Tier1,618,0.000099
Account2,eu-west-1,EU-Event-64K-Chunks,64K-Chunks,3,CloudWatch Events,EU-Event-64K-Chunks,322534,0.322534
Account1,,EUW2-APN2-AWS-Out-Bytes,GB,3,AWS Data Transfer,EUW2-APN2-AWS-Out-Bytes,5.93E-05,0.000001
Account1,eu-west-1,EU-DataProcessing-Bytes,GB,2,AmazonCloudWatch,EU-DataProcessing-Bytes,145.5571341,82.967566
Account3,us-east-1,USE1-Lambda-Standard-Scanning,Hourly,2,Amazon Inspector,USE1-Lambda-Standard-Scanning,14388.32652,5.999932
Account6,,EU-APN2-AWS-Out-Bytes,GB,2,AWS Data Transfer,EU-APN2-AWS-Out-Bytes,0.003352067,0.000068
Account5,eu-north-1,EUN1-Requests-Tier1,Requests,2,Amazon Simple Notification Service,EUN1-Requests-Tier1,268,0.000000
Account4,eu-west-1,EU-SecurityHubProduct:FreeFindingsIngestion,Finding Ingestion Events,2,AWS Security Hub,EU-SecurityHubProduct:FreeFindingsIngestion,164514,0.000000
Account5,eu-west-3,EUW3-CW:AlarmMonitorUsage,Alarms,2,AmazonCloudWatch,EUW3-CW:AlarmMonitorUsage,0.999999994,0.100000
Account6,eu-central-1,EUC1-Requests-Tier1,Requests,1,Amazon Simple Notification Service,EUC1-Requests-Tier1,1693,0.000062
Account4,eu-central-1,EUC1-PaidEventsRecorded,Events,1,AWS CloudTrail,EUC1-PaidEventsRecorded,795615,15.912300
Account4,ap-northeast-3,APN3-PaidEventsRecorded,Events,2,AWS CloudTrail,APN3-PaidEventsRecorded,64714,1.294280
Account5,us-east-2,us-east-2-KMS-Requests,Requests,2,AWS Key Management Service,us-east-2-KMS-Requests,646,0.001938
Account5,,EU-CAN1-AWS-In-Bytes,GB,2,AWS Data Transfer,EU-CAN1-AWS-In-Bytes,0.017796764,0.000000
Account3,eu-central-1,EUC1-ConfigRuleEvaluations,ConfigRuleEvaluations,2,AWS Config,EUC1-ConfigRuleEvaluations,615,0.517200
Account5,eu-west-1,EU-TimedStorage-ByteHrs,GB-Mo,2,Amazon Simple Storage Service,EU-TimedStorage-ByteHrs,573.6312167,12.123750
Account1,ca-central-1,CAN1-PaidEventsRecorded,Events,2,AWS CloudTrail,CAN1-PaidEventsRecorded,68844,1.376880
Account5,,APS1-EUC1-AWS-Out-Bytes,GB,1,AWS Data Transfer,APS1-EUC1-AWS-Out-Bytes,5.88E-05,0.000005
Account1,us-east-1,Requests-Tier1,Requests,1,Amazon Simple Notification Service,Requests-Tier1,1379,0.000000
Account3,eu-central-1,EUC1-FreeEventsRecorded,Events,3,AWS CloudTrail,EUC1-FreeEventsRecorded,98457,0.000000
Account3,,EUW2-APS3-AWS-Out-Bytes,GB,1,AWS Data Transfer,EUW2-APS3-AWS-Out-Bytes,5.93E-05,0.000001
Account4,ap-northeast-2,APN2-PaidEventsAnalyzed,Events,1,Amazon GuardDuty,APN2-PaidEventsAnalyzed,368145,1.693467
Account2,,EUW2-USW1-AWS-Out-Bytes,GB,4,AWS Data Transfer,EUW2-USW1-AWS-Out-Bytes,5.74E-05,0.000001
Account6,eu-west-1,EU-PaidEventsAnalyzed,Events,1,Amazon GuardDuty,EU-PaidEventsAnalyzed,9.67E+07,425.579634
Account4,eu-west-2,EUW2-ConfigRuleEvaluations,ConfigRuleEvaluations,3,AWS Config,EUW2-ConfigRuleEvaluations,866,0.613000
Account2,eu-west-1,EU-TimedStorage-ByteHrs,GB-Mo,2,Amazon EC2 Container Registry (ECR),EU-TimedStorage-ByteHrs,0.962594799,0.096259
Account5,us-east-1,USE1-APIRequest,Estimates,2,AWS Cost Explorer,USE1-APIRequest,1116,11.160000
Account1,ap-northeast-3,APN3-PaidEventsRecorded,Events,4,AWS CloudTrail,APN3-PaidEventsRecorded,23064,0.461280
Account1,eu-west-2,EUW2-EC2-free-metering,Instance-hrs,4,Amazon Inspector,EUW2-EC2-free-metering,30,0.000000
Account4,eu-west-3,EUW3-TimedStorage-ByteHrs,GB-Mo,2,AmazonCloudWatch,EUW3-TimedStorage-ByteHrs,0.001958599,0.000062
Account5,eu-west-2,EUW2-ECR-free-metering,Resource-assessment,2,Amazon Inspector,EUW2-ECR-free-metering,29,0.000000
Account5,,EUW3-EUC1-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUW3-EUC1-AWS-Out-Bytes,7.70E-06,0.000000
Account5,ap-southeast-1,APS1-FreeEventsRecorded,Events,1,AWS CloudTrail,APS1-FreeEventsRecorded,300837,0.000000
Account4,,EUC1-APS1-AWS-Out-Bytes,GB,1,AWS Data Transfer,EUC1-APS1-AWS-Out-Bytes,6.00E-05,0.000001
Account5,ap-northeast-3,APN3-PaidEventsAnalyzed,Events,1,Amazon GuardDuty,APN3-PaidEventsAnalyzed,1498705,7.493525
Account2,ap-northeast-3,APN3-FreeEventsRecorded,Events,1,AWS CloudTrail,APN3-FreeEventsRecorded,253047,0.000000
Account3,,USE2-EUC1-AWS-In-Bytes,GB,1,AWS Data Transfer,USE2-EUC1-AWS-In-Bytes,1.05E-04,0.000000
Account4,eu-west-1,EU-ECR-free-metering,Resource-assessment,2,Amazon Inspector,EU-ECR-free-metering,29,0.000000
Account1,us-east-2,USE2-SC-API-Calls,API Calls,1,AWS Service Catalog,USE2-SC-API-Calls,53,0.036400
Account5,ap-south-1,APS3-SC-API-Calls,API Calls,1,AWS Service Catalog,APS3-SC-API-Calls,59,0.040600
Account5,eu-west-1,EU-DataScannedInTB,Terabytes,3,Amazon Athena,EU-DataScannedInTB,0.00148,0.007400
Account6,ap-northeast-1,APN1-DataProcessing-Bytes,GB,2,AmazonCloudWatch,APN1-DataProcessing-Bytes,8.42E-05,0.000000
Account6,eu-west-1,EU-TimedStorage-INT-IA-ByteHrs,GB-Mo,1,Amazon Simple Storage Service,EU-TimedStorage-INT-IA-ByteHrs,29386.25887,367.328236
Account2,,USW2-DataTransfer-In-Bytes,GB,2,AWS Data Transfer,USW2-DataTransfer-In-Bytes,7.80E-05,0.000000
Account2,ap-south-1,APS3-Catalog-Request,Request,2,AWS Glue,APS3-Catalog-Request,184,0.000000
Account6,eu-central-1,EUC1-SC-API-Calls,API Calls,2,AWS Service Catalog,EUC1-SC-API-Calls,10,0.005600
Account6,,EUN1-DataTransfer-In-Bytes,GB,2,AWS Data Transfer,EUN1-DataTransfer-In-Bytes,7.95E-05,0.000000
Account4,eu-west-2,EUW2-OtherProduct:PaidFindingsIngestion,Finding Ingestion Events,3,AWS Security Hub,EUW2-OtherProduct:PaidFindingsIngestion,98,0.000588
Account6,eu-west-2,EUW2-EC2-free-metering,Instance-hrs,4,Amazon Inspector,EUW2-EC2-free-metering,30,0.000000
Account4,ap-southeast-1,APS1-AWSSecretsManagerAPIRequest,API Requests,2,AWS Secrets Manager,APS1-AWSSecretsManagerAPIRequest,73,0.000365
Account3,us-east-2,USE2-ConfigurationItemRecorded,USE2-ConfigurationItemRecorded,4,AWS Config,USE2-ConfigurationItemRecorded,3,0.009000
Account5,eu-west-1,EU-StateTransition,StateTransitions,3,AWS Step Functions,EU-StateTransition,27,0.000675
Account5,ap-northeast-3,APN3-ConfigurationItemRecorded,ConfigurationItemRecorded,3,AWS Config,APN3-ConfigurationItemRecorded,5,0.015000
Account2,eu-west-1,EU-WriteRequestUnits,WriteRequestUnits,3,Amazon DynamoDB,EU-WriteRequestUnits,6,0.000008
Account5,eu-west-2,EUW2-SC-API-Calls,API Calls,2,AWS Service Catalog,EUW2-SC-API-Calls,11,0.005600
Account6,,APS3-USE1-AWS-Out-Bytes,GB,1,AWS Data Transfer,APS3-USE1-AWS-Out-Bytes,3.94E-04,0.000034
Account6,eu-west-1,EU-Requests-Tier2,Requests,4,Amazon Simple Storage Service,EU-Requests-Tier2,1.85E+09,741.019887
Account4,us-east-1,Requests-Tier2,Requests,4,Amazon Simple Storage Service,Requests-Tier2,127877,0.051151
Account1,eu-west-1,EU-VendedLog-Bytes,GB,4,AmazonCloudWatch,EU-VendedLog-Bytes,603.9417436,174.763009
Account4,,EU-USE1-AWS-Out-Bytes,GB,4,AWS Data Transfer,EU-USE1-AWS-Out-Bytes,0.017099929,0.000342
Account2,eu-west-1,EU-BoxUsage:t2.micro,Hrs,4,Amazon Elastic Compute Cloud,EU-BoxUsage:t2.micro,1383.897778,7.875000
Account6,eu-west-1,EU-PaidEventsAnalyzed,Events,4,Amazon GuardDuty,EU-PaidEventsAnalyzed,8.50E+07,374.001597
Account4,,EU-EUW2-AWS-In-Bytes,GB,4,AWS Data Transfer,EU-EUW2-AWS-In-Bytes,0.03568635,0.000000
Account6,eu-west-1,EU-Requests-Tier1,Requests,4,Amazon Simple Storage Service,EU-Requests-Tier1,2.10E+08,1047.780780
Account3,us-east-1,Requests-FIFO-RBP,Requests,4,Amazon Simple Queue Service,Requests-FIFO-RBP,258680,0.129340
Account5,eu-west-2,EUW2-Requests-Tier2,Requests,4,Amazon Simple Storage Service,EUW2-Requests-Tier2,12535,0.005265
Account3,,EUC1-APS3-AWS-Out-Bytes,GB,4,AWS Data Transfer,EUC1-APS3-AWS-Out-Bytes,5.87E-05,0.000001
Account1,eu-west-1,EU-Requests-Tier3,Requests,4,Amazon Simple Storage Service,EU-Requests-Tier3,27404,0.904332
Account5,us-east-1,USE1-Catalog-Storage,Obj-Month,4,AWS Glue,USE1-Catalog-Storage,21.00000002,0.000210
Account1,us-east-1,USE1-TimedStorage-ByteHrs,GB-Mo,4,AmazonCloudWatch,USE1-TimedStorage-ByteHrs,0.009061368,0.000272
Account6,,EU-APN2-AWS-Out-Bytes,GB,1,AWS Data Transfer,EU-APN2-AWS-Out-Bytes,0.003584508,0.000073
Account1,eu-west-1,EU-Lambda-Standard-Scanning,Hourly,1,Amazon Inspector,EU-Lambda-Standard-Scanning,20985.11221,8.750792
Account4,ap-south-1,APS3-CW:AlarmMonitorUsage,Alarms,1,AmazonCloudWatch,APS3-CW:AlarmMonitorUsage,0.999999984,0.100000
Account1,ap-northeast-3,ap-northeast-3-KMS-Requests,Requests,1,AWS Key Management Service,ap-northeast-3-KMS-Requests,3382,0.010146
Account6,,USE2-EUC1-AWS-In-Bytes,GB,1,AWS Data Transfer,USE2-EUC1-AWS-In-Bytes,9.76E-05,0.000000
Account4,eu-north-1,eu-north-1-KMS-Requests,Requests,1,AWS Key Management Service,eu-north-1-KMS-Requests,2970,0.008910
Account3,us-west-2,USW2-Requests-Tier1,Requests,1,Amazon Simple Notification Service,USW2-Requests-Tier1,352,0.000000
Account1,eu-west-1,eu-west-1-KMS-Requests,Requests,2,AWS Key Management Service,eu-west-1-KMS-Requests,7183127,21.549381
Account5,eu-west-1,EU-Requests-Tier1,Requests,2,Amazon Simple Notification Service,EU-Requests-Tier1,774114,0.365207
Account2,eu-west-1,EU-EBS:VolumeUsage.gp2,GB-Mo,2,Amazon Elastic Compute Cloud,EU-EBS:VolumeUsage.gp2,685.8292832,75.441221
Account2,eu-west-1,EU-TimedStorage-ByteHrs,GB-Mo,2,Amazon Simple Storage Service,EU-TimedStorage-ByteHrs,516.2568335,10.888117
Account6,eu-central-1,EUC1-Requests-Tier2,Requests,2,Amazon Simple Storage Service,EUC1-Requests-Tier2,33088,0.014228
Account5,sa-east-1,SAE1-FreeEventsRecorded,Events,2,AWS CloudTrail,SAE1-FreeEventsRecorded,69665,0.000000
Account4,,EU-EqLD5-DataXfer-In:dc.3,GB,1,AWS Direct Connect,EU-EqLD5-DataXfer-In:dc.3,1.077873834,0.000000
Account5,ap-northeast-3,APN3-FreeEventsRecorded,Events,1,AWS CloudTrail,APN3-FreeEventsRecorded,261992,0.000000
Account2,eu-west-1,EU-Requests-Tier1,Requests,3,Amazon Simple Storage Service,EU-Requests-Tier1,1.19E+08,595.010570
Account2,,EU-EUC1-AWS-Out-Bytes,GB,3,AWS Data Transfer,EU-EUC1-AWS-Out-Bytes,0.007361918,0.000147
Account6,eu-west-1,EU-BoxUsage:m4.xlarge,Hrs,3,Amazon Elastic Compute Cloud,EU-BoxUsage:m4.xlarge,24239.0417,1131.556440
Account3,eu-west-2,eu-west-2-KMS-Requests,Requests,3,AWS Key Management Service,eu-west-2-KMS-Requests,927,0.002781
Account6,ap-northeast-1,APN1-PaidEventsAnalyzed,Events,3,Amazon GuardDuty,APN1-PaidEventsAnalyzed,449705,2.122608
Account2,,EU-APN1-AWS-Out-Bytes,GB,3,AWS Data Transfer,EU-APN1-AWS-Out-Bytes,0.006163674,0.000123
Account6,eu-west-1,EU-PaidEventsAnalyzed-Bytes,GB,3,Amazon GuardDuty,EU-PaidEventsAnalyzed-Bytes,37.05749184,20.592756
Account6,,EU-EqLD5-DataXfer-Out:dc.3,GB,3,AWS Direct Connect,EU-EqLD5-DataXfer-Out:dc.3,0.089146439,0.001783
Account3,eu-west-1,EU-Airflow-LargeScheduler,Hrs,3,Amazon Managed Workflows for Apache Airflow,EU-Airflow-LargeScheduler,1488,327.360000
Account1,eu-west-1,EU-NatGateway-Hours,Hrs,3,Amazon Elastic Compute Cloud,EU-NatGateway-Hours,744,35.712000
Account1,us-east-2,USE2-TimedStorage-ByteHrs,GB-Mo,3,AmazonCloudWatch,USE2-TimedStorage-ByteHrs,0.001988272,0.000060
Account2,,EU-EqLD5-DataXfer-In:dc.3,GB,2,AWS Direct Connect,EU-EqLD5-DataXfer-In:dc.3,0.209972972,0.000000
Account3,eu-west-1,EU-TimedStorage-ByteHrs,GB-Mo,2,AWS CodeArtifact,EU-TimedStorage-ByteHrs,31.33169177,1.566585
Account6,,EUW2-APS3-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUW2-APS3-AWS-Out-Bytes,5.55E-05,0.000001
Account6,us-west-2,USW2-PaidEventsAnalyzed,Events,1,Amazon GuardDuty,USW2-PaidEventsAnalyzed,832721,3.330884
Account3,us-west-1,USW1-Catalog-Request,Request,1,AWS Glue,USW1-Catalog-Request,254,0.000254
Account5,,EUN1-EUC1-AWS-Out-Bytes,GB,1,AWS Data Transfer,EUN1-EUC1-AWS-Out-Bytes,5.87E-05,0.000001
Account2,,APS2-EUC1-AWS-Out-Bytes,GB,1,AWS Data Transfer,APS2-EUC1-AWS-Out-Bytes,5.88E-05,0.000006
Account6,,APS1-DataTransfer-Out-Bytes,GB,1,AWS Data Transfer,APS1-DataTransfer-Out-Bytes,2.15E-05,0.000000
Account2,eu-north-1,EUN1-PaidEventsRecorded,Events,3,AWS CloudTrail,EUN1-PaidEventsRecorded,27657,0.553140
Account3,,EUW2-USW2-AWS-Out-Bytes,GB,3,AWS Data Transfer,EUW2-USW2-AWS-Out-Bytes,5.93E-05,0.000001
Account2,eu-west-1,EU-SecurityHubProduct:FreeFindingsIngestion,Finding Ingestion Events,1,AWS Security Hub,EU-SecurityHubProduct:FreeFindingsIngestion,94517,0.000000
Account5,,USW1-DataTransfer-Out-Bytes,GB,1,AWS Data Transfer,USW1-DataTransfer-Out-Bytes,5.63E-06,0.000001
Account1,,EU-SAE1-AWS-In-Bytes,GB,4,AWS Data Transfer,EU-SAE1-AWS-In-Bytes,0.019784458,0.000000
Account1,eu-west-1,EU-FreeFindingsIngestion-CrossRegion,Finding Ingestion Events,4,AWS Security Hub,EU-FreeFindingsIngestion-CrossRegion,53148,0.000000
Account5,ca-central-1,CAN1-PaidEventsRecorded,Events,4,AWS CloudTrail,CAN1-PaidEventsRecorded,32595,0.651900
Account4,eu-west-3,EUW3-TimedStorage-ByteHrs,GB-Mo,1,AmazonCloudWatch,EUW3-TimedStorage-ByteHrs,0.001958602,0.000062
Account6,us-east-1,USE1-TimedStorage-ByteHrs,GB-Mo,4,AmazonCloudWatch,USE1-TimedStorage-ByteHrs,0.022962797,0.000689
Account6,ap-south-1,APS3-Requests-Tier1,Requests,4,Amazon Simple Notification Service,APS3-Requests-Tier1,108,0.000000
Account5,us-east-1,USE1-DataEventsRecorded,Events,4,AWS CloudTrail,USE1-DataEventsRecorded,41522,0.041522
Account4,ca-central-1,CAN1-Requests-Tier1,Requests,1,Amazon Simple Notification Service,CAN1-Requests-Tier1,358,0.000000
Account2,eu-west-2,EUW2-ConfigRuleEvaluations,ConfigRuleEvaluations,3,AWS Config,EUW2-ConfigRuleEvaluations,866,0.613000
Account2,,EUC1-USW2-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUC1-USW2-AWS-Out-Bytes,5.67E-05,0.000001
Account6,,EUW2-EUN1-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUW2-EUN1-AWS-Out-Bytes,5.55E-05,0.000001
Account3,us-east-2,us-east-2-KMS-Requests,Requests,4,AWS Key Management Service,us-east-2-KMS-Requests,120,0.000360
Account5,sa-east-1,SAE1-TimedStorage-ByteHrs,GB-Mo,4,AmazonCloudWatch,SAE1-TimedStorage-ByteHrs,0.068192409,0.001484
Account6,,EUW2-EUW3-AWS-Out-Bytes,GB,1,AWS Data Transfer,EUW2-EUW3-AWS-Out-Bytes,5.93E-05,0.000001
Account1,,EUC1-APS3-AWS-Out-Bytes,GB,1,AWS Data Transfer,EUC1-APS3-AWS-Out-Bytes,6.06E-05,0.000001
Account6,,APN3-DataTransfer-Out-Bytes,GB,1,AWS Data Transfer,APN3-DataTransfer-Out-Bytes,2.12E-05,0.000000
Account2,eu-central-1,EUC1-CW:Requests,Requests,2,AmazonCloudWatch,EUC1-CW:Requests,2458,0.024580
Account1,,EUW2-USW2-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUW2-USW2-AWS-Out-Bytes,5.55E-05,0.000001
Account1,ap-southeast-2,APS2-Requests-Tier1,Requests,2,Amazon Simple Notification Service,APS2-Requests-Tier1,286,0.000000
Account3,sa-east-1,SAE1-TimedStorage-ByteHrs,GB-Mo,1,AmazonCloudWatch,SAE1-TimedStorage-ByteHrs,0.002023423,0.000043
Account1,eu-west-2,EUW2-ECR-free-metering,Resource-assessment,3,Amazon Inspector,EUW2-ECR-free-metering,31,0.000000
Account4,eu-west-2,EUW2-TimedStorage-ByteHrs,GB-Mo,3,Amazon Simple Storage Service,EUW2-TimedStorage-ByteHrs,0.179722457,0.004201
Account1,us-west-2,USW2-AWSSecretsManagerAPIRequest,API Requests,1,AWS Secrets Manager,USW2-AWSSecretsManagerAPIRequest,84,0.000420
Account4,ap-south-1,APS3-TimedStorage-ByteHrs,GB-Mo,4,AmazonCloudWatch,APS3-TimedStorage-ByteHrs,0.001953759,0.000059
Account6,ap-south-1,APS3-Requests-Tier1,Requests,1,Amazon Simple Queue Service,APS3-Requests-Tier1,120,0.000048
Account5,ap-northeast-1,APN1-SC-API-Calls,API Calls,1,AWS Service Catalog,APN1-SC-API-Calls,59,0.040600
Account4,us-west-1,USW1-Requests-Tier1,Requests,3,Amazon Simple Notification Service,USW1-Requests-Tier1,103,0.000000
Account4,eu-west-1,EU-DataScanned-Bytes,GB,1,AmazonCloudWatch,EU-DataScanned-Bytes,1.46484375,0.008350
Account4,,APS1-EUC1-AWS-In-Bytes,GB,1,AWS Data Transfer,APS1-EUC1-AWS-In-Bytes,1.06E-04,0.000000
Account6,eu-north-1,EUN1-Requests-Tier1,Requests,3,Amazon Simple Queue Service,EUN1-Requests-Tier1,31,0.000012
Account6,eu-north-1,EUN1-ConfigurationItemRecorded,EU-ConfigurationItemRecorded,1,AWS Config,EUN1-ConfigurationItemRecorded,36,0.108000
Account6,us-east-1,CW:Requests,Requests,3,AmazonCloudWatch,CW:Requests,121206,1.110890
Account1,eu-central-1,EUC1-ConfigurationItemRecorded,EUC1-ConfigurationItemRecorded,3,AWS Config,EUC1-ConfigurationItemRecorded,246,0.738000
Account6,ap-southeast-2,APS2-Requests-Tier1,Requests,1,Amazon Simple Queue Service,APS2-Requests-Tier1,120,0.000048
Account2,eu-west-3,eu-west-3-KMS-Requests,Requests,3,AWS Key Management Service,eu-west-3-KMS-Requests,124,0.000372
Account4,eu-central-1,EUC1-OtherProduct:PaidFindingsIngestion,Finding Ingestion Events,3,AWS Security Hub,EUC1-OtherProduct:PaidFindingsIngestion,93,0.000552
Account5,eu-west-1,EU-Logs-LiveTail,minutes,4,AmazonCloudWatch,EU-Logs-LiveTail,11,0.000000
Account6,,APN1-USE1-AWS-Out-Bytes,GB,2,AWS Data Transfer,APN1-USE1-AWS-Out-Bytes,2.05E-04,0.000018
Account4,us-west-1,USW1-ConfigurationItemRecorded,USW1-ConfigurationItemRecorded,1,AWS Config,USW1-ConfigurationItemRecorded,2,0.006000
Account5,,EU-APN2-AWS-Out-Bytes,GB,4,AWS Data Transfer,EU-APN2-AWS-Out-Bytes,0.008824209,0.000177
Account3,,USE1-EUC1-AWS-Out-Bytes,GB,4,AWS Data Transfer,USE1-EUC1-AWS-Out-Bytes,0.00308093,0.000062
Account5,ap-southeast-1,APS1-PaidEventsRecorded,Events,4,AWS CloudTrail,APS1-PaidEventsRecorded,34117,0.682340
Account5,,EU-SAE1-AWS-Out-Bytes,GB,4,AWS Data Transfer,EU-SAE1-AWS-Out-Bytes,0.008653634,0.000173
